Server Started


Total Message Transfer Run Time: 4.8104941844940186 seconds
         196267 function calls (191236 primitive calls) in 66.997 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 plistlib.py:276(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:283(parse)
       14    0.000    0.000    0.000    0.000 plistlib.py:291(handle_begin_element)
       14    0.000    0.000    0.000    0.000 plistlib.py:297(handle_end_element)
       39    0.000    0.000    0.000    0.000 plistlib.py:302(handle_data)
        7    0.000    0.000    0.000    0.000 plistlib.py:305(add_object)
       12    0.000    0.000    0.000    0.000 plistlib.py:321(get_data)
        1    0.000    0.000    0.000    0.000 plistlib.py:328(begin_dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:333(end_dict)
        6    0.000    0.000    0.000    0.000 plistlib.py:339(end_key)
        6    0.000    0.000    0.000    0.000 plistlib.py:365(end_string)
        1    0.000    0.000    0.000    0.000 plistlib.py:379(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:417(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:517(_is_fmt_xml)
        1    0.000    0.000    0.000    0.000 plistlib.py:550(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:558(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:727(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:973(load)
        6    0.000    0.000    0.000    0.000 posixpath.py:100(split)
       36    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       18    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       29    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
      115    0.000    0.000    0.001    0.000 posixpath.py:164(islink)
        9    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       30    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
       10    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
       10    0.000    0.000    0.002    0.000 posixpath.py:387(realpath)
    17/10    0.000    0.000    0.001    0.000 posixpath.py:396(_joinrealpath)
      997    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        9    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       37    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
      906    0.001    0.000    0.002    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 protoc.py:141(ProtoFinder)
        2    0.000    0.000    0.000    0.000 protoc.py:143(__init__)
        8    0.000    0.000    0.001    0.000 protoc.py:147(find_spec)
        1    0.000    0.000    0.131    0.131 protoc.py:17(<module>)
        1    0.000    0.000    0.000    0.000 protoc.py:50(_maybe_install_proto_finders)
        8    0.000    0.000    0.000    0.000 protoc.py:62(_module_name_to_proto_file)
        1    0.000    0.000    0.000    0.000 protoc.py:98(ProtoLoader)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
       48    0.000    0.000    0.001    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       41    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.017    0.017 pyparsing.py:26(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
       26    0.000    0.000    0.013    0.000 pyparsing.py:2779(__init__)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
       12    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
       33    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
    77/62    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
       48    0.000    0.000    0.001    0.000 pyparsing.py:3540(__init__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
    23/10    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3719(__init__)
  112/108    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
      4/3    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
      2/1    0.000    0.000    0.000    0.000 pyparsing.py:3939(parseImpl)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
      6/5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
       29    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
      6/2    0.000    0.000    0.001    0.000 pyparsing.py:4183(streamline)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4268(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       28    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
       13    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.007    0.007 pyparsing.py:5399(pyparsing_common)
        3    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       18    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        3    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
        2    0.000    0.000    0.000    0.000 re.py:198(search)
       18    0.000    0.000    0.000    0.000 re.py:203(sub)
       80    0.000    0.000    0.037    0.000 re.py:250(compile)
       52    0.000    0.000    0.000    0.000 re.py:270(escape)
      207    0.001    0.000    0.038    0.000 re.py:289(_compile)
        1    0.000    0.000    0.002    0.002 reflection.py:33(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.056    0.056 requirements.py:4(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:747(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:985(_SelectorDatagramTransport)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000   66.997   66.997 serverC.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serverC.py:15(ServerC)
        1    0.000    0.000   66.791   66.791 serverC.py:32(serve)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       71    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       72    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       37    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.002    0.002 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 six.py:588(iteritems)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
       25    0.000    0.000    0.001    0.000 six.py:840(with_metaclass)
       25    0.000    0.000    0.000    0.000 six.py:845(metaclass)
       25    0.000    0.000    0.000    0.000 six.py:847(__new__)
       25    0.000    0.000    0.000    0.000 six.py:858(__prepare__)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.005    0.005 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
      218    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      219    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      220    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      221    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.001    0.001 specifiers.py:263(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.007    0.007 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.009    0.009 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
      340    0.000    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      340    0.002    0.000    0.003    0.000 sre_compile.py:276(_optimize_charset)
       49    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       49    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        8    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      379    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      156    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
   100/76    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       56    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       79    0.000    0.000    0.002    0.000 sre_compile.py:536(_compile_info)
      158    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       79    0.000    0.000    0.011    0.000 sre_compile.py:598(_code)
      190    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   828/79    0.004    0.000    0.010    0.000 sre_compile.py:71(_compile)
       79    0.000    0.000    0.037    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      920    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1893    0.000    0.000    0.001    0.000 sre_parse.py:160(__len__)
     5630    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      412    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1382    0.000    0.000    0.001    0.000 sre_parse.py:172(append)
  970/231    0.002    0.000    0.002    0.000 sre_parse.py:174(getwidth)
       79    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    12997    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
     2798    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
    11690    0.003    0.000    0.007    0.000 sre_parse.py:254(get)
       35    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       55    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1187    0.000    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      146    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      195    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      230    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
   327/79    0.001    0.000    0.024    0.000 sre_parse.py:435(_parse_sub)
   481/83    0.008    0.000    0.024    0.000 sre_parse.py:493(_parse)
       79    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      456    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
