Server Started


Total Message Transfer Run Time: 4.8104941844940186 seconds
         196267 function calls (191236 primitive calls) in 66.997 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.132    0.132 _runtime_protos.py:15(<module>)
        4    0.000    0.000    0.000    0.000 _runtime_protos.py:164(<genexpr>)
        1    0.001    0.001    0.003    0.003 _server.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _server.py:237(_Context)
        1    0.000    0.000    0.000    0.000 _server.py:337(_RequestIterator)
        1    0.000    0.000    0.000    0.000 _server.py:755(_ServerStage)
        1    0.000    0.000    0.000    0.000 _server.py:762(_ServerState)
        1    0.000    0.000    0.000    0.000 _server.py:765(__init__)
        1    0.000    0.000    0.000    0.000 _server.py:787(_add_generic_handlers)
        1    0.000    0.000    0.000    0.000 _server.py:792(_add_insecure_port)
        1    0.000    0.000    0.000    0.000 _server.py:803(_request_call)
        1    0.000    0.000    0.000    0.000 _server.py:83(_HandlerCallDetails)
        1    0.000    0.000    0.000    0.000 _server.py:91(_RPCState)
        1    0.000    0.000    0.002    0.002 _server.py:917(_start)
        2    0.000    0.000    0.000    0.000 _server.py:930(_validate_generic_rpc_handlers)
        1    0.000    0.000    0.000    0.000 _server.py:939(_augment_options)
        1    0.000    0.000    0.000    0.000 _server.py:944(_Server)
        1    0.000    0.000    0.000    0.000 _server.py:947(__init__)
        1    0.000    0.000    0.000    0.000 _server.py:956(add_generic_rpc_handlers)
        1    0.000    0.000    0.000    0.000 _server.py:960(add_insecure_port)
        1    0.000    0.000    0.002    0.002 _server.py:970(start)
        1    0.000    0.000   66.780   66.780 _server.py:973(wait_for_termination)
        1    0.000    0.000    0.000    0.000 _server.py:991(create_server)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utilities.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _utilities.py:32(RpcMethodHandler)
        1    0.000    0.000    0.000    0.000 _utilities.py:46(DictionaryGenericHandler)
        1    0.000    0.000    0.000    0.000 _utilities.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _utilities.py:50(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _utilities.py:62(_ChannelReadyFuture)
      202    0.000    0.000    0.000    0.000 _virtualenv.py:54(find_spec)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
    26/10    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
      104    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       71    0.000    0.000    0.001    0.000 abc.py:84(__new__)
        9    0.000    0.000    0.000    0.000 abc.py:89(register)
      133    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        6    0.000    0.000    0.000    0.000 api_implementation.py:136(Type)
        1    0.000    0.000    0.000    0.000 api_implementation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 appdirs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.029    0.029 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       31    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 containers.py:190(BaseContainer)
        1    0.000    0.000    0.000    0.000 containers.py:238(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:31(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:348(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:458(ScalarMap)
        1    0.000    0.000    0.000    0.000 containers.py:548(MessageMap)
        1    0.000    0.000    0.000    0.000 containers.py:657(_UnknownField)
        1    0.000    0.000    0.000    0.000 containers.py:683(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 containers.py:717(UnknownFieldSet)
        2    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
      471    0.000    0.000    0.001    0.000 copy.py:258(_reconstruct)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
      471    0.001    0.000    0.003    0.000 copy.py:66(copy)
      471    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
       17    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.004    0.004 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 cpp_message.py:31(<module>)
        1    0.000    0.000    0.000    0.000 cpp_message.py:42(GeneratedProtocolMessageType)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 descriptor.py:114(DescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:185(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 descriptor.py:241(Descriptor)
        2    0.000    0.000    0.000    0.000 descriptor.py:289(__new__)
        1    0.000    0.000    0.007    0.007 descriptor.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor.py:406(FieldDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:52(Error)
        2    0.000    0.000    0.000    0.000 descriptor.py:536(__new__)
        1    0.000    0.000    0.000    0.000 descriptor.py:56(TypeTransformationError)
        1    0.000    0.000    0.000    0.000 descriptor.py:627(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:65(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 descriptor.py:695(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:739(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:77(_Lock)
        1    0.000    0.000    0.000    0.000 descriptor.py:779(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:801(__new__)
        1    0.000    0.000    0.000    0.000 descriptor.py:845(MethodDescriptor)
        2    0.000    0.000    0.000    0.000 descriptor.py:866(__new__)
        1    0.000    0.000    0.000    0.000 descriptor.py:893(FileDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:927(__new__)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:38(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:42(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:46(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:118(DescriptorPool)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:123(__new__)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:1270(Default)
        1    0.000    0.000    0.001    0.001 descriptor_pool.py:31(<module>)
        5    0.000    0.000    0.000    0.000 descriptor_pool.py:71(_Deprecated)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
      249    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       27    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
       27    0.002    0.000    0.004    0.000 enum.py:134(__new__)
       27    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
       27    0.000    0.000    0.001    0.000 enum.py:176(<setcomp>)
       62    0.000    0.000    0.000    0.000 enum.py:197(<genexpr>)
      331    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      330    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
      188    0.000    0.000    0.004    0.000 enum.py:283(__call__)
       28    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
       20    0.000    0.000    0.000    0.000 enum.py:357(__members__)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
      414    0.000    0.000    0.001    0.000 enum.py:373(__setattr__)
       14    0.000    0.000    0.003    0.000 enum.py:386(_create_)
       13    0.000    0.000    0.005    0.000 enum.py:439(_convert_)
       13    0.000    0.000    0.001    0.000 enum.py:456(<listcomp>)
      135    0.000    0.000    0.000    0.000 enum.py:462(<lambda>)
       68    0.000    0.000    0.000    0.000 enum.py:478(_get_mixins_)
       68    0.000    0.000    0.000    0.000 enum.py:489(_find_data_type)
       27    0.000    0.000    0.000    0.000 enum.py:510(_find_new_)
      174    0.000    0.000    0.000    0.000 enum.py:562(__new__)
       27    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:602(_generate_next_value_)
       19    0.000    0.000    0.000    0.000 enum.py:646(__hash__)
      330    0.001    0.000    0.001    0.000 enum.py:65(__setitem__)
       53    0.000    0.000    0.000    0.000 enum.py:659(name)
       20    0.000    0.000    0.000    0.000 enum.py:664(value)
        2    0.000    0.000    0.000    0.000 enum.py:790(_missing_)
        2    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
        8    0.000    0.000    0.000    0.000 enum.py:827(__or__)
       79    0.000    0.000    0.000    0.000 enum.py:833(__and__)
        3    0.000    0.000    0.000    0.000 enum.py:852(_high_bit)
        5    0.000    0.000    0.000    0.000 enum.py:856(unique)
        2    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
        2    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:898(<lambda>)
        5    0.000    0.000    0.000    0.000 enum.py:904(_power_of_two)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:31(<module>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:43(EnumTypeWrapper)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.002    0.002 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.009    0.009 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
       28    0.000    0.000    0.000    0.000 functools.py:34(update_wrapper)
        9    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        9    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       19    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
       36    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       11    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       54    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
       14    0.000    0.000    0.000    0.000 inspect.py:487(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:890(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:892(BlockFinder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1213(IPv4Address)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1219(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1330(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1397(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1412(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1477(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1511(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1531(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1551(_ip_int_from_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1655(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1797(IPv6Address)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1803(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1977(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2052(IPv6Network)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2068(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       78    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       78    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
       26    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:71(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:44(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:49(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:54(Message)
        1    0.000    0.000    0.001    0.001 message_factory.py:31(<module>)
        1    0.000    0.000    0.000    0.000 message_factory.py:56(MessageFactory)
        2    0.000    0.000    0.000    0.000 message_factory.py:59(__init__)
       10    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
       10    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       10    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       13    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       13    0.000    0.000    0.000    0.000 os.py:748(encode)
        2    0.000    0.000    0.000    0.000 os.py:752(decode)
        3    0.000    0.000    0.000    0.000 os.py:766(getenv)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.009    0.009 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
       24    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:406(_mac_ver_xml)
        1    0.000    0.000    0.000    0.000 platform.py:428(mac_ver)
        1    0.000    0.000    0.004    0.004 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:178(UID)
        1    0.000    0.000    0.000    0.000 plistlib.py:275(_PlistParser)
